ID,climate_change_perception,tampering,maturity,benefit,cost,risk,trust,emotion,distance,dac_knowledge,storage_knowledge,initial_storage_support,final_storage_support,initial_dac_support,final_dac_support,age,gender,education,occupation,state,trust_in_science,trust_in_politics,trust_in_industry,trust_in_un,trust_in_eu,trust_in_ngos,trust_in_media
100294133,5.0,1.0,1.0,1.0,1.0,3.4,3.142857142857143,1.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,2.0,4.0,6.0,10.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0
100293859,4.75,3.6666666666666665,3.0,3.0,2.0,3.2,3.2857142857142856,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,5.0,2.0,7.0,5.0,4.0,1.0,3.0,3.0,4.0,3.0
100292480,4.75,4.0,3.0,2.6666666666666665,2.5,3.2,2.0,2.0,2.6666666666666665,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0,9.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0
100267739,3.5,5.0,1.0,1.0,3.5,3.0,2.5714285714285716,1.0,5.0,1.0,2.0,2.0,1.0,3.0,1.0,5.0,1.0,4.0,2.0,10.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0
100267539,5.0,2.3333333333333335,4.0,4.0,3.5,3.2,2.857142857142857,2.0,3.3333333333333335,2.0,3.0,5.0,4.0,5.0,4.0,2.0,1.0,6.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,5.0,2.0
100264368,4.0,3.6666666666666665,3.0,2.6666666666666665,3.0,3.2,3.0,1.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,9.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0
100264032,3.0,4.0,3.0,3.0,3.0,3.0,3.7142857142857144,1.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,1.0,5.0,2.0,3.0,5.0,5.0,3.0,3.0
100263087,5.0,4.0,4.0,4.333333333333333,4.5,4.4,4.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,2.0,1.0,6.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100259529,2.5,2.3333333333333335,3.0,3.3333333333333335,3.0,3.4,1.4285714285714286,1.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,13.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0
100258848,4.25,3.0,3.0,3.3333333333333335,3.5,3.2,3.4285714285714284,2.0,3.3333333333333335,1.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0
100258740,4.5,3.3333333333333335,4.0,4.0,3.0,3.2,3.7142857142857144,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,1.0,6.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0
100258720,4.25,2.6666666666666665,4.0,4.0,4.0,3.0,2.2857142857142856,2.0,3.6666666666666665,1.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,6.0,2.0,13.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0
100258527,5.0,3.6666666666666665,4.0,3.6666666666666665,4.0,3.4,4.0,2.0,2.3333333333333335,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
100258441,5.0,4.333333333333333,3.0,3.0,4.0,4.2,1.0,1.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,4.0,5.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100257351,4.5,4.0,3.0,3.3333333333333335,3.0,2.8,1.7142857142857142,1.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,6.0,2.0,4.0,6.0,9.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0
100256494,2.25,3.0,3.0,3.0,3.0,3.2,2.5714285714285716,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0
100256392,4.5,2.3333333333333335,3.0,3.6666666666666665,3.5,3.0,3.4285714285714284,2.0,2.6666666666666665,1.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0
100254547,5.0,2.6666666666666665,4.0,3.3333333333333335,3.0,3.2,4.857142857142857,2.0,5.0,1.0,3.0,5.0,4.0,5.0,4.0,2.0,1.0,6.0,1.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
100250856,4.75,5.0,3.0,2.3333333333333335,2.0,3.0,3.2857142857142856,1.0,5.0,2.0,3.0,3.0,1.0,3.0,2.0,6.0,2.0,7.0,2.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0
100250272,3.5,1.6666666666666667,4.0,3.3333333333333335,3.0,4.0,2.857142857142857,2.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,1.0,6.0,1.0,11.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0
100250249,4.5,3.3333333333333335,3.0,3.0,3.0,3.0,2.857142857142857,1.0,4.333333333333333,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,2.0,10.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0
100249556,4.5,2.3333333333333335,3.0,3.0,3.0,3.6,2.0,1.0,5.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,5.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0
100249554,5.0,5.0,5.0,4.666666666666667,5.0,5.0,3.857142857142857,2.0,3.6666666666666665,5.0,5.0,5.0,2.0,5.0,4.0,2.0,1.0,5.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0
100248239,3.0,4.333333333333333,3.0,3.6666666666666665,3.0,3.0,2.5714285714285716,1.0,5.0,1.0,1.0,3.0,2.0,3.0,2.0,6.0,2.0,7.0,5.0,10.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0
100247950,2.0,3.6666666666666665,3.0,3.3333333333333335,2.5,3.2,2.7142857142857144,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,10.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
100247707,5.0,2.6666666666666665,4.0,3.3333333333333335,3.5,3.2,3.5714285714285716,2.0,5.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,10.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0
100247439,3.75,2.3333333333333335,4.0,3.0,3.0,3.0,2.142857142857143,2.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,6.0,2.0,9.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0
100245799,5.0,4.333333333333333,3.0,3.0,3.5,1.4,2.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,1.0,5.0,2.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
100245461,4.75,2.0,4.0,3.6666666666666665,3.5,3.8,3.2857142857142856,2.0,2.6666666666666665,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0
100244673,3.0,5.0,4.0,2.0,3.0,3.8,2.7142857142857144,1.0,3.6666666666666665,3.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,7.0,2.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0
100244258,5.0,3.0,3.0,3.0,3.0,3.4,3.857142857142857,1.0,3.6666666666666665,2.0,1.0,4.0,3.0,5.0,4.0,3.0,2.0,6.0,2.0,10.0,5.0,4.0,2.0,4.0,4.0,5.0,3.0
100244226,5.0,2.3333333333333335,5.0,4.0,4.0,4.2,2.7142857142857144,2.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,1.0,6.0,2.0,13.0,5.0,1.0,3.0,2.0,3.0,4.0,1.0
100243783,4.0,2.6666666666666665,3.0,3.0,3.5,2.6,1.2857142857142858,1.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,6.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
100230105,4.0,2.3333333333333335,4.0,3.3333333333333335,3.5,3.6,3.4285714285714284,2.0,4.666666666666667,3.0,1.0,3.0,3.0,5.0,4.0,2.0,1.0,5.0,1.0,1.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0
100227998,4.5,2.3333333333333335,3.0,3.3333333333333335,2.5,3.0,3.2857142857142856,2.0,4.333333333333333,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,1.0,10.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0
100227393,5.0,2.6666666666666665,4.0,3.0,3.0,3.0,3.5714285714285716,2.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,10.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0
100226075,3.75,3.0,3.0,3.0,3.0,3.0,1.7142857142857142,2.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,6.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0
100224584,4.75,1.6666666666666667,4.0,4.333333333333333,3.0,3.6,3.142857142857143,2.0,2.3333333333333335,3.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,2.0,8.0,4.0,4.0,2.0,3.0,4.0,3.0,2.0
100224405,4.25,2.6666666666666665,3.0,3.3333333333333335,2.5,3.2,3.4285714285714284,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0
100224253,4.75,2.3333333333333335,4.0,3.6666666666666665,3.5,3.4,3.5714285714285716,2.0,4.333333333333333,1.0,1.0,4.0,3.0,4.0,3.0,5.0,1.0,7.0,2.0,9.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0
100223901,3.0,4.666666666666667,2.0,2.0,2.0,3.2,1.2857142857142858,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,6.0,2.0,8.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
100223726,4.5,3.6666666666666665,3.0,3.0,3.0,3.0,4.0,2.0,5.0,1.0,2.0,5.0,4.0,3.0,3.0,5.0,1.0,4.0,2.0,6.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0
100220558,4.75,2.6666666666666665,3.0,3.6666666666666665,2.5,3.0,3.857142857142857,2.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,2.0,7.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0
100220051,4.0,3.0,3.0,3.3333333333333335,3.0,3.0,2.2857142857142856,2.0,5.0,1.0,2.0,1.0,3.0,1.0,3.0,6.0,2.0,4.0,2.0,10.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0
100217767,5.0,3.6666666666666665,3.0,2.0,3.0,3.0,3.142857142857143,2.0,3.3333333333333335,3.0,3.0,2.0,2.0,3.0,3.0,5.0,1.0,7.0,3.0,10.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0
100217573,4.75,3.0,4.0,3.0,3.0,3.0,3.5714285714285716,2.0,3.0,1.0,1.0,4.0,4.0,3.0,3.0,6.0,2.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0
100217523,5.0,2.3333333333333335,3.0,3.0,2.5,3.2,2.7142857142857144,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,1.0,2.0,2.0,9.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0
100217372,3.0,3.0,3.0,3.0,3.0,3.2,2.5714285714285716,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,11.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0
100217137,4.25,2.6666666666666665,3.0,3.3333333333333335,3.5,3.6,3.142857142857143,2.0,3.3333333333333335,1.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,10.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0
100216934,3.25,2.3333333333333335,4.0,4.666666666666667,1.5,2.6,2.857142857142857,2.0,3.3333333333333335,2.0,2.0,5.0,5.0,5.0,5.0,3.0,1.0,6.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,4.0
100216125,2.75,3.6666666666666665,1.0,1.6666666666666667,2.0,3.4,1.2857142857142858,1.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,5.0,1.0,7.0,2.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0
100215728,3.0,3.0,3.0,3.0,3.0,3.0,1.8571428571428572,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,9.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0
100214716,4.25,4.333333333333333,2.0,3.0,3.5,3.0,2.5714285714285716,1.0,4.666666666666667,1.0,1.0,3.0,2.0,3.0,4.0,6.0,2.0,4.0,6.0,9.0,4.0,1.0,2.0,3.0,3.0,4.0,1.0
100213830,5.0,3.6666666666666665,4.0,3.0,3.5,3.4,4.142857142857143,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,6.0,2.0,7.0,6.0,15.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
100213802,5.0,2.6666666666666665,3.0,3.0,3.0,3.2,3.0,2.0,3.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,12.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
100212698,3.5,4.333333333333333,3.0,3.0,3.0,3.0,1.8571428571428572,1.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0
100211921,4.25,3.6666666666666665,4.0,2.6666666666666665,3.5,3.8,2.857142857142857,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,2.0,10.0,5.0,1.0,4.0,3.0,2.0,4.0,1.0
100210222,2.75,3.6666666666666665,3.0,3.0,2.0,3.2,1.1428571428571428,2.0,3.3333333333333335,2.0,2.0,4.0,2.0,3.0,2.0,6.0,1.0,5.0,6.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
100206955,3.75,3.6666666666666665,3.0,3.0,3.0,3.0,1.8571428571428572,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,3.0,2.0,13.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0
100206490,4.75,2.0,4.0,4.0,3.0,3.2,4.428571428571429,2.0,2.6666666666666665,3.0,1.0,4.0,4.0,5.0,4.0,6.0,2.0,4.0,4.0,7.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0
100206330,4.5,3.3333333333333335,3.0,3.0,3.0,3.2,3.4285714285714284,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,4.0,6.0,11.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0
100206195,4.75,4.333333333333333,2.0,2.0,3.0,2.4,3.2857142857142856,1.0,3.3333333333333335,3.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,6.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0
100204896,3.0,2.3333333333333335,3.0,3.0,3.0,3.0,1.4285714285714286,2.0,3.6666666666666665,2.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0
100204078,5.0,3.6666666666666665,3.0,3.0,3.5,3.2,2.2857142857142856,2.0,4.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,10.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0
100203088,4.25,3.6666666666666665,1.0,3.0,3.0,3.2,1.7142857142857142,1.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0
100202610,3.25,4.333333333333333,3.0,3.0,4.0,3.4,1.7142857142857142,1.0,5.0,1.0,2.0,5.0,3.0,5.0,3.0,3.0,2.0,5.0,2.0,16.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0
100201895,4.5,5.0,2.0,2.6666666666666665,3.5,3.4,1.5714285714285714,1.0,5.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,2.0,13.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0
100200377,2.75,3.3333333333333335,3.0,3.3333333333333335,3.0,2.6,1.1428571428571428,1.0,2.3333333333333335,1.0,2.0,3.0,3.0,3.0,3.0,6.0,1.0,7.0,6.0,13.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
100200033,4.0,3.0,3.0,3.0,3.0,3.0,2.2857142857142856,2.0,5.0,2.0,2.0,5.0,3.0,5.0,3.0,2.0,1.0,6.0,4.0,16.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0
100195967,4.0,4.333333333333333,3.0,3.0,2.5,3.0,2.2857142857142856,2.0,5.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,13.0,4.0,1.0,3.0,2.0,1.0,4.0,1.0
100195899,4.0,3.0,3.0,3.0,3.5,3.0,1.7142857142857142,2.0,4.333333333333333,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0,13.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0
100195883,3.5,3.3333333333333335,3.0,2.6666666666666665,2.5,2.8,1.4285714285714286,2.0,3.3333333333333335,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
100195326,3.75,2.6666666666666665,3.0,3.3333333333333335,3.0,3.2,3.142857142857143,2.0,2.6666666666666665,1.0,1.0,4.0,3.0,3.0,3.0,6.0,2.0,3.0,6.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0
100195020,3.0,2.3333333333333335,4.0,3.6666666666666665,3.5,3.4,1.8571428571428572,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0
100194845,4.5,3.0,3.0,3.3333333333333335,4.0,3.4,3.7142857142857144,2.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,5.0,1.0,7.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0
100194792,1.25,1.3333333333333333,2.0,1.3333333333333333,1.5,2.2,1.4285714285714286,2.0,1.6666666666666667,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,7.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
100194765,5.0,2.3333333333333335,3.0,4.0,3.5,4.0,2.4285714285714284,2.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,7.0,4.0,13.0,5.0,2.0,1.0,2.0,2.0,4.0,1.0
100194610,2.25,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,7.0,2.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
100194601,4.75,1.6666666666666667,4.0,3.6666666666666665,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,6.0,2.0,10.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0
100194522,4.5,3.6666666666666665,4.0,4.0,4.5,3.0,1.7142857142857142,2.0,4.0,1.0,1.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0
100193376,3.5,3.3333333333333335,3.0,3.0,2.5,3.4,2.857142857142857,2.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
100191930,4.0,2.6666666666666665,4.0,4.0,3.5,3.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,6.0,2.0,8.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0
100189631,2.75,3.0,3.0,3.0,3.5,3.6,2.7142857142857144,1.0,4.333333333333333,1.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,6.0,4.0,10.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0
100189030,4.75,2.3333333333333335,4.0,3.6666666666666665,3.0,2.8,4.285714285714286,2.0,3.6666666666666665,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,6.0,4.0,10.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0
100181199,3.75,3.3333333333333335,2.0,3.3333333333333335,4.0,2.6,2.4285714285714284,1.0,1.6666666666666667,1.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0
100178281,4.0,3.0,3.0,2.6666666666666665,3.0,3.0,2.5714285714285716,2.0,3.3333333333333335,1.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,6.0,1.0,9.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0
100177720,5.0,3.3333333333333335,2.0,3.6666666666666665,4.0,3.6,3.142857142857143,2.0,3.6666666666666665,4.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,6.0,4.0,11.0,5.0,2.0,2.0,3.0,3.0,5.0,2.0
100175688,5.0,3.3333333333333335,4.0,4.333333333333333,3.0,4.0,3.5714285714285716,2.0,4.333333333333333,4.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0
100174001,4.5,2.3333333333333335,4.0,4.0,4.0,3.0,2.7142857142857144,2.0,5.0,1.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,7.0,2.0,10.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0
100173175,4.75,2.6666666666666665,3.0,3.6666666666666665,3.0,3.0,3.4285714285714284,2.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,5.0,9.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0
100172766,4.5,3.3333333333333335,3.0,3.3333333333333335,3.5,3.8,3.2857142857142856,2.0,3.3333333333333335,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,7.0,2.0,1.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0
100172388,4.5,2.0,5.0,4.0,3.5,2.8,4.142857142857143,2.0,3.3333333333333335,4.0,3.0,5.0,5.0,4.0,5.0,3.0,1.0,4.0,4.0,10.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0
100169796,3.75,3.6666666666666665,3.0,3.0,3.0,3.0,3.142857142857143,2.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,6.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0
100169656,5.0,1.0,3.0,4.0,4.0,3.4,3.7142857142857144,2.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,1.0,6.0,1.0,15.0,5.0,4.0,1.0,4.0,4.0,5.0,3.0
100169566,4.0,3.0,3.0,4.0,3.0,3.6,2.7142857142857144,2.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,10.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0
100167878,4.25,3.3333333333333335,3.0,3.0,3.0,3.0,2.142857142857143,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,6.0,2.0,7.0,6.0,10.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0
100163635,3.25,4.0,2.0,3.0,3.5,3.4,1.8571428571428572,1.0,5.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0
100161808,2.75,3.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100161753,5.0,2.3333333333333335,3.0,3.3333333333333335,3.0,3.2,3.7142857142857144,2.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,6.0,2.0,8.0,5.0,4.0,2.0,5.0,5.0,4.0,1.0
100161664,4.0,3.6666666666666665,3.0,3.0,3.0,3.0,1.7142857142857142,2.0,4.666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,6.0,10.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0
100161178,4.0,3.0,3.0,3.0,2.5,3.0,3.0,2.0,5.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,13.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
100160633,2.75,1.0,3.0,5.0,4.0,3.8,4.714285714285714,2.0,1.6666666666666667,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,7.0,2.0,10.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
100158384,4.75,2.6666666666666665,3.0,4.0,3.0,3.2,3.2857142857142856,2.0,3.6666666666666665,1.0,1.0,4.0,3.0,5.0,3.0,2.0,2.0,4.0,2.0,6.0,4.0,1.0,2.0,5.0,4.0,4.0,3.0
100158148,5.0,2.3333333333333335,3.0,3.3333333333333335,3.0,2.8,4.142857142857143,2.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,6.0,1.0,6.0,6.0,11.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0
100157640,4.75,2.0,5.0,3.6666666666666665,2.5,3.2,2.7142857142857144,2.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,6.0,2.0,10.0,5.0,2.0,4.0,1.0,1.0,4.0,2.0
100156847,4.25,4.0,3.0,2.0,3.0,3.0,2.142857142857143,2.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,5.0,1.0,5.0,4.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,1.0
100156560,4.0,1.6666666666666667,4.0,3.0,3.0,3.0,4.142857142857143,2.0,5.0,2.0,2.0,5.0,3.0,5.0,3.0,4.0,2.0,7.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
100155882,4.0,2.6666666666666665,3.0,3.0,3.0,3.2,3.5714285714285716,2.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,10.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0
100155381,5.0,5.0,1.0,1.0,5.0,3.4,1.7142857142857142,1.0,4.666666666666667,1.0,2.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,6.0,10.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0
100155196,3.75,3.3333333333333335,2.0,3.3333333333333335,3.0,3.2,2.857142857142857,1.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,6.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0
100154561,5.0,2.3333333333333335,3.0,3.6666666666666665,3.0,3.2,2.5714285714285716,2.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,7.0,3.0,7.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0
100154326,3.5,3.6666666666666665,2.0,3.6666666666666665,3.0,3.2,3.0,2.0,4.333333333333333,1.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,3.0
